name,age,city,salary,age_category
Robert,81,New York,120000,senior
Linda,97,Cape Town,50000,senior
James,86,Tokyo,165000,senior
Karen,70,Moscow,100000,senior
James,68,Sydney,150000,senior
Karen,8,Cairo,140000,young
Jessica,35,Cape Town,195000,adult
Karen,43,Cape Town,20000,adult
Jessica,63,Cape Town,180000,adult
Barbara,73,Cairo,100000,senior
Patricia,69,Tokyo,30000,senior
Patricia,35,Moscow,130000,adult
James,75,Mumbai,105000,senior
John,21,Mumbai,70000,adult
James,96,Tokyo,180000,senior
Joseph,80,Cape Town,75000,senior
James,50,Tokyo,55000,adult
Mary,13,Toronto,135000,young
Susan,46,New York,180000,adult
Robert,46,Rio de Janeiro,60000,adult
Karen,25,Mumbai,140000,adult
Joseph,39,Cape Town,20000,adult
Karen,40,Moscow,175000,adult
Thomas,7,Cape Town,65000,young
David,33,Toronto,85000,adult
Susan,23,Cairo,160000,adult
Susan,39,Paris,55000,adult
Patricia,91,Cape Town,70000,senior
Karen,7,Tokyo,90000,young
Elizabeth,55,Moscow,115000,adult
Jessica,87,Cape Town,45000,senior
Joseph,67,Rio de Janeiro,20000,senior
Karen,80,Sydney,85000,senior
Jessica,54,Toronto,80000,adult
David,90,Toronto,20000,senior
Richard,30,New York,115000,adult
Jessica,36,Sydney,120000,adult
Thomas,15,Sydney,25000,young
Barbara,72,Mumbai,55000,senior
Susan,66,Moscow,190000,senior
James,60,Sydney,160000,adult
Jessica,93,Moscow,165000,senior
Karen,81,Cape Town,30000,senior
Mary,96,Rio de Janeiro,135000,senior
Patricia,48,Mumbai,180000,adult
Thomas,16,Paris,135000,young
Jessica,10,Cape Town,155000,young
Richard,24,Sydney,95000,adult
William,93,New York,100000,senior
Linda,64,Rio de Janeiro,30000,adult
Elizabeth,97,Tokyo,110000,senior
William,42,Cape Town,60000,adult
Jennifer,58,Cape Town,100000,adult
Jennifer,51,New York,20000,adult
Karen,49,Moscow,150000,adult
John,67,Rio de Janeiro,25000,senior
Thomas,57,Cairo,145000,adult
Thomas,57,Paris,175000,adult
Patricia,97,Cape Town,135000,senior
William,46,Paris,155000,adult
James,68,Toronto,160000,senior
Joseph,36,Mumbai,200000,adult
Linda,15,Cairo,185000,young
Sarah,75,Cairo,60000,senior
John,65,Cape Town,45000,adult
Jessica,46,Cape Town,90000,adult
Jennifer,41,Sydney,200000,adult
William,91,Cairo,20000,senior
Patricia,87,New York,135000,senior
Jennifer,45,Paris,75000,adult
John,33,New York,120000,adult
Sarah,88,Tokyo,185000,senior
Sarah,30,Toronto,25000,adult
Joseph,12,New York,40000,young
David,4,Sydney,165000,young
Sarah,19,New York,110000,adult
Jessica,90,Cairo,165000,senior
David,98,Toronto,35000,senior
Linda,46,Cape Town,45000,adult
David,37,Moscow,85000,adult
Christopher,63,Sydney,180000,adult
Richard,52,Cairo,30000,adult
Joseph,54,New York,190000,adult
Joseph,32,Sydney,100000,adult
David,25,Toronto,145000,adult
Thomas,2,Rio de Janeiro,160000,young
Karen,81,Moscow,155000,senior
Sarah,22,Cape Town,100000,adult
Barbara,66,Sydney,160000,senior
Karen,50,Toronto,120000,adult
Michael,99,Rio de Janeiro,200000,senior
James,98,Tokyo,45000,senior
Mary,49,Cape Town,155000,adult
Jessica,60,Rio de Janeiro,195000,adult
Jessica,69,Paris,105000,senior
Susan,22,Toronto,40000,adult
Susan,25,Paris,150000,adult
Michael,99,Toronto,180000,senior
Barbara,92,Toronto,35000,senior
William,93,Cairo,120000,senior
Sarah,47,Rio de Janeiro,45000,adult
Thomas,2,Rio de Janeiro,65000,young
Mary,25,Sydney,40000,adult
Thomas,72,Cairo,190000,senior
Elizabeth,38,Toronto,75000,adult
Jessica,94,Sydney,180000,senior
Sarah,71,Toronto,60000,senior
Mary,79,Cape Town,25000,senior
Barbara,87,Sydney,115000,senior
William,55,Cape Town,85000,adult
Sarah,97,New York,100000,senior
Michael,15,Cairo,175000,young
Richard,80,Sydney,150000,senior
Michael,29,Cape Town,75000,adult
Mary,28,New York,60000,adult
Michael,75,Paris,60000,senior
James,11,Cairo,75000,young
Michael,63,Rio de Janeiro,110000,adult
Susan,63,Sydney,50000,adult
Joseph,17,Rio de Janeiro,60000,young
Sarah,83,Cairo,75000,senior
John,10,Toronto,115000,young
Jennifer,91,Mumbai,110000,senior
John,17,Mumbai,110000,young
Linda,44,Paris,55000,adult
Mary,10,New York,150000,young
Linda,22,Tokyo,140000,adult
Patricia,95,Cape Town,140000,senior
Robert,26,Tokyo,80000,adult
James,61,Cairo,145000,adult
Jessica,42,Rio de Janeiro,90000,adult
Thomas,46,Moscow,115000,adult
Sarah,5,Rio de Janeiro,180000,young
Susan,89,Mumbai,165000,senior
Elizabeth,14,Mumbai,125000,young
Patricia,65,Mumbai,70000,adult
John,70,Moscow,200000,senior
Elizabeth,16,Sydney,40000,young
William,17,Tokyo,155000,young
Susan,64,Toronto,100000,adult
Mary,81,New York,200000,senior
Patricia,7,Cairo,120000,young
Barbara,21,New York,105000,adult
Barbara,54,Sydney,165000,adult
Jessica,34,Toronto,20000,adult
Sarah,14,Mumbai,95000,young
Richard,2,New York,95000,young
Robert,24,Cairo,190000,adult
Patricia,78,Toronto,125000,senior
John,89,Cairo,145000,senior
Patricia,71,Mumbai,110000,senior
Mary,19,Rio de Janeiro,195000,adult
Linda,39,Tokyo,50000,adult
Christopher,1,Rio de Janeiro,35000,young
Patricia,34,Mumbai,95000,adult
Susan,63,Cape Town,80000,adult
Michael,20,New York,175000,adult
Barbara,24,Sydney,90000,adult
Thomas,66,Mumbai,175000,senior
Thomas,93,Mumbai,90000,senior
Mary,29,Moscow,150000,adult
Richard,4,New York,180000,young
David,35,Paris,90000,adult
Patricia,39,Moscow,150000,adult
Mary,54,Cairo,30000,adult
Susan,11,Cape Town,135000,young
Karen,23,Cape Town,65000,adult
Patricia,2,Paris,75000,young
Patricia,80,Cairo,175000,senior
John,68,Toronto,120000,senior
Jessica,2,Toronto,55000,young
Sarah,61,Rio de Janeiro,95000,adult
Linda,35,Cape Town,125000,adult
Karen,13,Cairo,95000,young
David,89,Cairo,40000,senior
Elizabeth,60,Toronto,110000,adult
Linda,20,Cape Town,125000,adult
David,91,New York,120000,senior
Jessica,60,Moscow,180000,adult
Susan,32,Tokyo,30000,adult
William,77,Sydney,90000,senior
Barbara,56,Paris,95000,adult
Susan,39,Tokyo,110000,adult
David,48,Mumbai,185000,adult
Barbara,17,Paris,105000,young
Michael,17,New York,70000,young
Richard,83,Tokyo,95000,senior
Elizabeth,79,Cairo,50000,senior
Jennifer,61,Sydney,160000,adult
David,14,Moscow,180000,young
Jennifer,11,Paris,55000,young
Richard,63,Moscow,135000,adult
Mary,22,Moscow,180000,adult
Jessica,61,Toronto,100000,adult
Mary,38,Cairo,65000,adult
Susan,82,Toronto,125000,senior
Christopher,12,Toronto,90000,young
Jessica,17,New York,60000,young
Robert,72,New York,85000,senior
Jennifer,21,Cairo,145000,adult
Michael,74,Tokyo,155000,senior
Mary,24,Cairo,155000,adult
Patricia,9,Tokyo,110000,young
James,61,New York,20000,adult
Jessica,70,Sydney,40000,senior
Christopher,42,Tokyo,105000,adult
Mary,95,Rio de Janeiro,20000,senior
John,47,Paris,175000,adult
Christopher,28,Cape Town,70000,adult
Joseph,51,New York,90000,adult
James,91,Cape Town,140000,senior
Thomas,76,Cairo,150000,senior
Jennifer,11,Toronto,160000,young
Susan,5,Cape Town,70000,young
Mary,89,Rio de Janeiro,135000,senior
Christopher,16,Paris,140000,young
Robert,2,Tokyo,100000,young
Karen,8,Rio de Janeiro,170000,young
William,10,Toronto,75000,young
James,63,Sydney,30000,adult
Sarah,7,Rio de Janeiro,125000,young
Mary,75,New York,180000,senior
Joseph,51,Tokyo,115000,adult
David,2,Moscow,100000,young
Patricia,74,Toronto,35000,senior
Thomas,23,Paris,160000,adult
David,68,Sydney,140000,senior
John,12,Rio de Janeiro,115000,young
Elizabeth,18,Rio de Janeiro,25000,young
Susan,15,Tokyo,180000,young
Richard,11,Moscow,135000,young
Michael,39,Mumbai,110000,adult
Mary,45,Paris,120000,adult
Susan,17,Moscow,155000,young
Elizabeth,32,Toronto,20000,adult
David,80,Cape Town,80000,senior
James,5,Paris,100000,young
Barbara,96,Toronto,50000,senior
Jennifer,36,Cairo,70000,adult
Robert,58,Paris,45000,adult
John,88,Paris,50000,senior
Susan,87,Rio de Janeiro,75000,senior
Karen,45,Moscow,185000,adult
Robert,53,Cape Town,30000,adult
Sarah,1,Mumbai,140000,young
Barbara,33,Sydney,185000,adult
Linda,7,Tokyo,120000,young
Sarah,23,Sydney,155000,adult
David,31,Sydney,80000,adult
Karen,88,Cape Town,185000,senior
Robert,82,Paris,60000,senior
John,74,Sydney,125000,senior
Richard,30,Cairo,35000,adult
Robert,73,Toronto,55000,senior
Barbara,93,Moscow,170000,senior
Joseph,22,Moscow,30000,adult
Thomas,33,Cape Town,75000,adult
James,53,Rio de Janeiro,105000,adult
Thomas,81,New York,125000,senior
Linda,88,Mumbai,80000,senior
Thomas,26,Tokyo,90000,adult
Mary,51,Tokyo,95000,adult
John,97,Sydney,135000,senior
Robert,45,Cairo,160000,adult
Jessica,82,Toronto,105000,senior
Karen,16,Toronto,80000,young
Barbara,65,Rio de Janeiro,55000,adult
Jessica,68,New York,35000,senior
Thomas,12,Cairo,30000,young
Susan,72,Cape Town,80000,senior
Elizabeth,50,New York,150000,adult
Mary,59,Paris,185000,adult
Richard,58,Moscow,145000,adult
Patricia,14,Paris,115000,young
Thomas,66,Sydney,95000,senior
David,48,Cairo,190000,adult
Christopher,98,Paris,60000,senior
Patricia,82,Tokyo,160000,senior
Linda,80,Rio de Janeiro,195000,senior
Jessica,63,Moscow,155000,adult
Linda,32,Moscow,35000,adult
William,89,Cape Town,195000,senior
John,54,Moscow,125000,adult
Joseph,22,Sydney,130000,adult
Mary,27,Cairo,105000,adult
John,34,Mumbai,35000,adult
Patricia,73,Paris,160000,senior
Sarah,63,Cape Town,135000,adult
Michael,93,Moscow,120000,senior
Linda,83,Mumbai,30000,senior
Karen,96,Moscow,115000,senior
Jessica,59,Mumbai,45000,adult
Richard,96,Sydney,90000,senior
Susan,53,Toronto,190000,adult
David,40,Cape Town,25000,adult
Mary,72,Tokyo,70000,senior
Linda,51,Tokyo,195000,adult
Susan,80,Cape Town,75000,senior
Linda,59,Sydney,20000,adult
Jessica,69,Mumbai,20000,senior
Karen,92,Paris,75000,senior
Karen,57,Toronto,130000,adult
Mary,34,Toronto,125000,adult
Susan,91,Cape Town,110000,senior
Jessica,58,Paris,60000,adult
Robert,1,New York,120000,young
William,77,Rio de Janeiro,170000,senior
Thomas,43,Tokyo,85000,adult
Sarah,80,Paris,120000,senior
James,25,Toronto,200000,adult
Barbara,96,Cairo,200000,senior
Jessica,92,Tokyo,90000,senior
Christopher,60,Sydney,75000,adult
Richard,31,Cape Town,85000,adult
Richard,33,Cairo,50000,adult
Susan,16,Tokyo,120000,young
Christopher,16,Rio de Janeiro,150000,young
Richard,47,Rio de Janeiro,180000,adult
Sarah,43,Cairo,165000,adult
William,65,Cape Town,175000,adult
Karen,39,Mumbai,85000,adult
Susan,92,Moscow,130000,senior
Robert,2,Cape Town,35000,young
Christopher,93,Cairo,60000,senior
Barbara,97,Sydney,110000,senior
David,20,New York,75000,adult
James,61,New York,100000,adult
Richard,61,Moscow,115000,adult
Sarah,57,New York,185000,adult
Jessica,88,Cape Town,85000,senior
Jennifer,8,Moscow,125000,young
James,9,Cape Town,195000,young
Sarah,24,Cairo,50000,adult
Barbara,49,Mumbai,70000,adult
James,25,Mumbai,40000,adult
David,69,Moscow,45000,senior
Susan,47,New York,85000,adult
Sarah,88,Rio de Janeiro,25000,senior
Barbara,94,Toronto,125000,senior
Barbara,59,Paris,95000,adult
Joseph,32,Tokyo,115000,adult
Michael,58,Toronto,180000,adult
Mary,43,Sydney,170000,adult
Michael,41,Cairo,60000,adult
Richard,34,Sydney,145000,adult
Mary,67,Cape Town,95000,senior
Sarah,73,Moscow,35000,senior
Christopher,91,Tokyo,180000,senior
Patricia,80,Mumbai,95000,senior
Patricia,3,Rio de Janeiro,170000,young
John,65,New York,140000,adult
William,75,Toronto,35000,senior
David,64,Tokyo,75000,adult
Barbara,84,New York,55000,senior
Elizabeth,88,Cape Town,30000,senior
Barbara,93,Tokyo,85000,senior
David,48,Cape Town,180000,adult
Mary,37,Cape Town,110000,adult
Thomas,48,Cairo,180000,adult
Elizabeth,6,Cairo,160000,young
Linda,15,Moscow,125000,young
Robert,14,Paris,120000,young
Susan,31,New York,45000,adult
John,45,Mumbai,120000,adult
David,2,Rio de Janeiro,50000,young
Joseph,30,Tokyo,135000,adult
Thomas,30,Moscow,150000,adult
James,81,Tokyo,145000,senior
Robert,42,New York,60000,adult
Elizabeth,35,Paris,45000,adult
Robert,80,New York,70000,senior
Joseph,91,Cairo,25000,senior
Jennifer,25,Tokyo,30000,adult
Christopher,86,Cape Town,185000,senior
Susan,54,Sydney,100000,adult
Richard,26,Sydney,165000,adult
David,62,Tokyo,105000,adult
Richard,85,New York,195000,senior
Richard,85,Rio de Janeiro,95000,senior
Barbara,61,Moscow,160000,adult
Sarah,28,Toronto,45000,adult
Jennifer,90,Tokyo,120000,senior
David,23,Moscow,60000,adult
William,15,Cairo,130000,young
Joseph,42,Sydney,90000,adult
James,1,Cape Town,120000,young
Barbara,84,New York,115000,senior
Christopher,81,Paris,145000,senior
Patricia,29,Cairo,50000,adult
Linda,5,New York,30000,young
Mary,80,Paris,50000,senior
Joseph,38,Cairo,200000,adult
John,59,New York,80000,adult
Patricia,34,Mumbai,85000,adult
Joseph,98,Paris,75000,senior
David,14,Moscow,150000,young
Thomas,82,Toronto,20000,senior
Linda,58,Rio de Janeiro,140000,adult
James,84,Sydney,70000,senior
Jessica,52,Paris,60000,adult
William,22,Cairo,185000,adult
Sarah,1,Moscow,145000,young
Elizabeth,92,Tokyo,65000,senior
Sarah,75,Moscow,150000,senior
Jessica,69,Sydney,170000,senior
Linda,94,Moscow,150000,senior
Richard,59,Rio de Janeiro,100000,adult
William,7,Rio de Janeiro,160000,young
David,95,Tokyo,200000,senior
Christopher,73,Paris,170000,senior
Thomas,7,Mumbai,70000,young
Robert,83,New York,170000,senior
Linda,36,Cairo,135000,adult
Robert,70,Sydney,55000,senior
Elizabeth,42,Toronto,120000,adult
Thomas,20,Mumbai,85000,adult
Thomas,8,Toronto,200000,young
Richard,98,Mumbai,40000,senior
William,76,Moscow,90000,senior
Thomas,6,Mumbai,160000,young
Richard,8,New York,60000,young
Richard,76,Cape Town,115000,senior
Mary,40,Cape Town,140000,adult
Joseph,21,New York,125000,adult
Sarah,28,New York,115000,adult
Karen,3,Cairo,40000,young
Jennifer,9,Rio de Janeiro,165000,young
John,84,New York,195000,senior
Christopher,57,Cairo,155000,adult
Susan,69,Cape Town,165000,senior
Jennifer,79,Toronto,60000,senior
Thomas,59,Moscow,65000,adult
David,1,Sydney,100000,young
Robert,21,Sydney,35000,adult
William,61,Cape Town,55000,adult
Thomas,93,Paris,155000,senior
Jennifer,84,New York,55000,senior
Mary,71,Cairo,200000,senior
William,43,Paris,75000,adult
Karen,32,Paris,25000,adult
Linda,19,New York,30000,adult
Joseph,80,New York,175000,senior
Robert,6,New York,200000,young
Jennifer,55,Tokyo,75000,adult
Barbara,60,Cape Town,165000,adult
Jennifer,36,Mumbai,75000,adult
Joseph,51,Paris,90000,adult
Jennifer,69,Tokyo,100000,senior
John,91,Cape Town,95000,senior
Sarah,22,Sydney,115000,adult
Joseph,80,Mumbai,130000,senior
Barbara,22,Sydney,130000,adult
Sarah,20,Cape Town,175000,adult
Karen,12,Paris,100000,young
Mary,57,Sydney,155000,adult
Barbara,76,New York,60000,senior
Linda,37,Mumbai,80000,adult
Susan,97,Moscow,30000,senior
William,35,Rio de Janeiro,50000,adult
Joseph,33,Toronto,180000,adult
Patricia,26,Mumbai,200000,adult
David,29,Paris,70000,adult
Joseph,75,Moscow,140000,senior
Joseph,98,Tokyo,95000,senior
Jennifer,40,Tokyo,135000,adult
James,52,Moscow,175000,adult
Patricia,20,Sydney,90000,adult
Sarah,89,Tokyo,125000,senior
Sarah,49,Tokyo,140000,adult
Joseph,92,Toronto,145000,senior
Michael,70,Paris,110000,senior
Christopher,66,Mumbai,110000,senior
Karen,85,Sydney,80000,senior
Linda,61,Paris,175000,adult
Richard,74,Cape Town,145000,senior
Linda,9,Rio de Janeiro,110000,young
James,2,Toronto,100000,young
Jennifer,43,Toronto,35000,adult
Karen,75,Tokyo,125000,senior
Barbara,3,Cape Town,185000,young
Jennifer,58,Tokyo,125000,adult
Michael,53,Cairo,160000,adult
Linda,55,Cairo,200000,adult
Barbara,12,Sydney,45000,young
Michael,80,Moscow,30000,senior
Richard,31,Tokyo,70000,adult
John,88,Tokyo,110000,senior
Mary,64,Rio de Janeiro,160000,adult
Patricia,86,Cairo,120000,senior
Richard,82,Cairo,195000,senior
Joseph,22,Toronto,135000,adult
Karen,49,Cairo,130000,adult
Susan,84,Toronto,35000,senior
David,68,Paris,105000,senior
Jessica,92,Cape Town,185000,senior
David,32,Cairo,180000,adult
Richard,92,Cairo,180000,senior
Thomas,66,Paris,150000,senior
Linda,29,Mumbai,195000,adult
Richard,30,Mumbai,20000,adult
Thomas,99,Cape Town,140000,senior
Richard,86,Paris,200000,senior
Elizabeth,10,Cape Town,190000,young
Linda,19,Tokyo,195000,adult
Joseph,88,Cape Town,90000,senior
Thomas,81,Moscow,195000,senior
Mary,94,Cairo,30000,senior
Robert,33,Tokyo,155000,adult
Joseph,16,Cairo,70000,young
Mary,72,Paris,85000,senior
Robert,54,Sydney,195000,adult
Thomas,14,New York,155000,young
Karen,22,Tokyo,150000,adult
Christopher,48,Tokyo,135000,adult
David,36,Toronto,70000,adult
Jessica,6,New York,155000,young
Barbara,25,Moscow,170000,adult
Patricia,79,Cairo,180000,senior
James,55,Cape Town,185000,adult
Robert,30,Moscow,40000,adult
Susan,92,Moscow,120000,senior
Jessica,85,Sydney,165000,senior
Richard,40,Cape Town,80000,adult
Robert,20,Rio de Janeiro,85000,adult
Christopher,7,Mumbai,85000,young
Robert,97,Moscow,115000,senior
Michael,51,Cairo,85000,adult
Joseph,34,Paris,70000,adult
James,42,Sydney,110000,adult
Michael,13,Sydney,155000,young
Linda,99,Cairo,85000,senior
Thomas,62,Moscow,65000,adult
Richard,70,Sydney,95000,senior
Patricia,92,Sydney,95000,senior
Jennifer,96,Mumbai,185000,senior
Robert,93,Tokyo,140000,senior
Mary,2,Moscow,165000,young
Robert,90,New York,30000,senior
Barbara,19,Mumbai,95000,adult
Jessica,65,Rio de Janeiro,30000,adult
Sarah,17,Mumbai,100000,young
Christopher,42,Cape Town,50000,adult
Patricia,10,Paris,30000,young
Richard,87,Cairo,75000,senior
Karen,70,Toronto,170000,senior
Susan,45,Moscow,40000,adult
Linda,24,Rio de Janeiro,195000,adult
Jennifer,79,Toronto,135000,senior
Jennifer,74,Cairo,75000,senior
William,64,Mumbai,200000,adult
Karen,17,Sydney,145000,young
Thomas,92,Cairo,35000,senior
James,67,Cape Town,150000,senior
Jennifer,88,Sydney,145000,senior
Patricia,64,Cape Town,100000,adult
Jennifer,59,Rio de Janeiro,155000,adult
Mary,88,Cape Town,195000,senior
Linda,95,Mumbai,180000,senior
Joseph,56,Sydney,60000,adult
Susan,50,New York,140000,adult
William,38,Rio de Janeiro,105000,adult
Christopher,11,Sydney,40000,young
John,81,Cairo,100000,senior
Thomas,33,Moscow,190000,adult
Linda,1,Paris,65000,young
John,60,Moscow,45000,adult
Linda,77,Mumbai,190000,senior
Richard,92,Toronto,175000,senior
Susan,55,Sydney,200000,adult
James,30,Tokyo,150000,adult
Robert,19,Cairo,60000,adult
Jennifer,52,Moscow,40000,adult
Michael,25,Cape Town,155000,adult
Michael,43,Cairo,170000,adult
Sarah,55,Cairo,130000,adult
David,26,Moscow,60000,adult
William,66,Toronto,90000,senior
Michael,57,Tokyo,150000,adult
Jennifer,18,Paris,100000,young
John,78,Moscow,115000,senior
Joseph,12,Paris,35000,young
Michael,7,New York,110000,young
Patricia,59,Toronto,100000,adult
Jennifer,6,Cape Town,110000,young
Thomas,82,Toronto,25000,senior
Michael,35,Rio de Janeiro,175000,adult
Barbara,47,Sydney,170000,adult
Patricia,71,Moscow,40000,senior
Linda,85,Mumbai,20000,senior
Jessica,1,Moscow,85000,young
Susan,73,Rio de Janeiro,115000,senior
Thomas,43,Tokyo,70000,adult
John,21,New York,50000,adult
Robert,1,Cape Town,75000,young
John,22,Mumbai,100000,adult
Robert,40,Mumbai,60000,adult
Patricia,54,Cape Town,150000,adult
Christopher,53,Tokyo,120000,adult
Joseph,91,Moscow,185000,senior
Patricia,97,Moscow,35000,senior
James,10,Cape Town,110000,young
Richard,8,Tokyo,40000,young
David,16,Paris,155000,young
Richard,20,Sydney,90000,adult
Barbara,57,Moscow,175000,adult
Elizabeth,73,Rio de Janeiro,145000,senior
Sarah,67,Paris,30000,senior
Linda,70,Sydney,65000,senior
Michael,90,Mumbai,30000,senior
Richard,1,Paris,60000,young
Robert,36,Paris,20000,adult
Karen,2,Cairo,200000,young
James,10,Toronto,140000,young
Patricia,48,Toronto,25000,adult
Jennifer,46,Rio de Janeiro,160000,adult
John,4,Mumbai,65000,young
Thomas,23,Paris,50000,adult
David,54,Moscow,80000,adult
Richard,80,Tokyo,185000,senior
Jessica,50,Tokyo,50000,adult
Robert,99,Moscow,145000,senior
David,92,Tokyo,155000,senior
Susan,60,Sydney,50000,adult
Jessica,75,Cape Town,80000,senior
Linda,29,Toronto,70000,adult
David,42,Moscow,35000,adult
Richard,71,Cairo,90000,senior
Elizabeth,3,Cairo,65000,young
Elizabeth,36,Cape Town,185000,adult
Jennifer,52,Cape Town,105000,adult
Joseph,49,Tokyo,65000,adult
Sarah,1,Cairo,165000,young
David,24,Mumbai,20000,adult
Karen,69,Toronto,85000,senior
Susan,56,Cairo,20000,adult
James,66,Cape Town,115000,senior
Robert,88,Toronto,195000,senior
Linda,62,Paris,40000,adult
Patricia,18,Rio de Janeiro,90000,young
Linda,69,Sydney,175000,senior
Christopher,49,Sydney,35000,adult
Karen,42,Sydney,140000,adult
Thomas,96,Paris,50000,senior
Michael,35,Tokyo,25000,adult
Linda,60,New York,160000,adult
Barbara,19,Sydney,150000,adult
Robert,29,New York,145000,adult
Jennifer,39,Rio de Janeiro,200000,adult
Sarah,72,New York,90000,senior
Patricia,26,Sydney,55000,adult
David,15,Mumbai,140000,young
Joseph,16,Toronto,95000,young
Michael,9,Cairo,165000,young
William,58,Moscow,30000,adult
Sarah,59,Mumbai,75000,adult
Jennifer,77,Sydney,65000,senior
Sarah,2,Tokyo,70000,young
Robert,13,Tokyo,160000,young
Karen,1,New York,115000,young
Linda,52,Mumbai,65000,adult
Patricia,40,New York,20000,adult
William,28,New York,185000,adult
Jessica,3,Paris,135000,young
Patricia,46,New York,80000,adult
William,15,Tokyo,110000,young
Robert,86,Cairo,165000,senior
Susan,91,Rio de Janeiro,160000,senior
Sarah,42,Moscow,185000,adult
Karen,39,Sydney,50000,adult
Susan,88,Tokyo,90000,senior
John,69,New York,95000,senior
Jessica,31,Moscow,165000,adult
William,70,Paris,170000,senior
Susan,90,Sydney,155000,senior
Mary,64,Cape Town,30000,adult
Linda,33,Moscow,75000,adult
Karen,71,Tokyo,110000,senior
Michael,42,Tokyo,150000,adult
Christopher,52,Rio de Janeiro,70000,adult
Susan,42,Cape Town,65000,adult
Jessica,93,Sydney,60000,senior
Christopher,38,Moscow,75000,adult
William,61,Paris,105000,adult
Sarah,80,Mumbai,30000,senior
David,36,Paris,145000,adult
Jessica,70,Sydney,65000,senior
Patricia,46,Paris,45000,adult
Susan,59,New York,145000,adult
Patricia,42,Cape Town,25000,adult
Robert,13,Cape Town,75000,young
Robert,45,Cape Town,140000,adult
Karen,63,Cairo,175000,adult
Barbara,55,Mumbai,185000,adult
Karen,82,Moscow,60000,senior
Linda,82,Cairo,90000,senior
Robert,58,Toronto,105000,adult
Jessica,98,Paris,95000,senior
Karen,93,Tokyo,110000,senior
Christopher,56,Mumbai,190000,adult
Jessica,82,Cairo,120000,senior
Michael,34,Rio de Janeiro,170000,adult
Patricia,91,Toronto,50000,senior
Richard,89,Tokyo,155000,senior
William,9,Cape Town,160000,young
Elizabeth,95,Moscow,105000,senior
Thomas,66,Mumbai,125000,senior
Barbara,88,Paris,75000,senior
Joseph,23,Rio de Janeiro,65000,adult
Richard,10,Cairo,65000,young
Christopher,53,Rio de Janeiro,145000,adult
David,17,Sydney,175000,young
Patricia,99,New York,150000,senior
Karen,14,New York,30000,young
Karen,99,Sydney,30000,senior
Mary,86,Cairo,45000,senior
Robert,23,Moscow,185000,adult
Linda,90,Cairo,65000,senior
Joseph,39,Rio de Janeiro,160000,adult
David,52,Sydney,55000,adult
Jennifer,29,Toronto,150000,adult
David,28,Paris,90000,adult
Joseph,51,Mumbai,160000,adult
David,20,Toronto,130000,adult
John,74,Paris,110000,senior
Elizabeth,5,Paris,170000,young
Robert,35,Paris,55000,adult
Susan,1,Tokyo,195000,young
James,28,Toronto,110000,adult
Patricia,55,New York,70000,adult
William,60,Tokyo,40000,adult
Susan,23,Moscow,115000,adult
Linda,39,Cape Town,155000,adult
Linda,71,Sydney,35000,senior
Karen,93,Sydney,45000,senior
John,93,New York,45000,senior
Thomas,5,Sydney,60000,young
Mary,81,Sydney,90000,senior
David,68,Mumbai,85000,senior
Joseph,45,Tokyo,55000,adult
John,37,Rio de Janeiro,65000,adult
Jessica,71,Moscow,90000,senior
Linda,65,Sydney,25000,adult
Mary,47,Cairo,185000,adult
Christopher,83,New York,200000,senior
Robert,96,Rio de Janeiro,160000,senior
David,63,Moscow,50000,adult
Sarah,38,Cairo,155000,adult
Michael,11,Cairo,50000,young
Linda,6,Tokyo,45000,young
Mary,56,Mumbai,110000,adult
Elizabeth,64,Sydney,85000,adult
Michael,35,Cape Town,140000,adult
Mary,82,Cape Town,20000,senior
David,65,Moscow,25000,adult
John,87,Cape Town,20000,senior
David,66,Cape Town,185000,senior
Barbara,2,Tokyo,100000,young
Jessica,34,Moscow,130000,adult
David,25,Sydney,95000,adult
Joseph,70,Cape Town,35000,senior
James,10,Moscow,100000,young
Jennifer,29,Rio de Janeiro,125000,adult
Richard,73,Sydney,65000,senior
Jessica,3,Mumbai,20000,young
Karen,52,Toronto,45000,adult
Patricia,60,Mumbai,30000,adult
Robert,58,Tokyo,80000,adult
Michael,19,Moscow,95000,adult
James,3,Paris,40000,young
Jessica,55,Paris,200000,adult
David,71,New York,125000,senior
Elizabeth,68,Sydney,170000,senior
Richard,92,Paris,200000,senior
James,74,Sydney,50000,senior
Robert,16,Toronto,120000,young
Christopher,11,Moscow,80000,young
Mary,18,Cairo,30000,young
David,20,Tokyo,105000,adult
Patricia,58,Moscow,150000,adult
Elizabeth,84,Mumbai,155000,senior
Richard,55,Toronto,135000,adult
Linda,45,Cairo,80000,adult
Christopher,85,Toronto,115000,senior
Patricia,86,New York,25000,senior
Thomas,3,Cape Town,150000,young
Michael,94,Cairo,40000,senior
Susan,22,Paris,155000,adult
Michael,10,Toronto,70000,young
Robert,2,Cape Town,200000,young
William,4,Cairo,145000,young
William,23,Paris,45000,adult
Susan,22,Mumbai,105000,adult
Jennifer,96,Mumbai,70000,senior
Elizabeth,19,Mumbai,65000,adult
Sarah,94,Cairo,100000,senior
Christopher,90,Toronto,85000,senior
Linda,97,Toronto,190000,senior
David,26,Cairo,25000,adult
John,14,New York,125000,young
Robert,24,Rio de Janeiro,110000,adult
Joseph,50,Cape Town,75000,adult
Jessica,95,New York,90000,senior
Thomas,65,Sydney,150000,adult
James,54,Toronto,110000,adult
